Order ID,Customer ID,Product Name,Price Sold At,Industry,Subgroup,Order Time,Order Date,Store ID
283,882,Puma Shorts,1299,Clothing and Apparel,Men's Clothing,06:57:45,2024-07-03,11
284,49,KitchenAid Mixer,21999,Home and Kitchen Appliances,Kitchen Gadgets,22:03:52,2024-07-03,15
285,939,Old Navy Shorts,1199,Clothing and Apparel,Children's Clothing,19:58:39,2024-07-03,8
286,460,Carter's Pajamas,1499,Clothing and Apparel,Children's Clothing,00:07:10,2024-07-03,10
287,18,Uniqlo Sweater,2999,Clothing and Apparel,Women's Clothing,12:45:11,2024-07-03,6
288,556,Samsung Refrigerator,91137.64,Home and Kitchen Appliances,Large Appliances,15:34:16,2024-07-03,15
289,427,Multivitamin Gummies,699,Health and Beauty Products,Vitamins,04:55:28,2024-07-03,17
290,75,Sony Alpha a7 III,163935.16,Electronics,Cameras,12:54:09,2024-07-03,4
291,902,Cetaphil Cleanser,799,Health and Beauty Products,Skincare Products,18:49:31,2024-07-03,14
292,28,The Godfather DVD,499,Books and Media,Movies,02:41:29,2024-07-03,10
293,808,Tresemme Hair Spray,299,Health and Beauty Products,Hair Care Products,20:32:41,2024-07-03,8
294,363,1984,299,Books and Media,Fiction Books,03:40:35,2024-07-03,3
295,207,Olay Moisturizer,562.47,Health and Beauty Products,Skincare Products,00:49:36,2024-07-03,14
296,702,Apples,125.35,Groceries and Food Items,Fresh Produce,14:32:14,2024-07-03,15
297,228,The Ordinary Serum,1099,Health and Beauty Products,Skincare Products,23:04:54,2024-07-03,17
298,151,iPhone 12,64900,Electronics,Mobile Phones,10:26:55,2024-07-03,2
299,94,Nike T-shirt,3294.79,Clothing and Apparel,Men's Clothing,22:25:00,2024-07-03,2
300,502,Omega-3 Fish Oil,803.69,Health and Beauty Products,Vitamins,08:14:27,2024-07-03,17
301,181,Barilla Pasta,199,Groceries and Food Items,Packaged Foods,09:24:40,2024-07-04,12
302,830,Multivitamin Gummies,568.58,Health and Beauty Products,Vitamins,05:40:20,2024-07-04,9
303,175,The Beatles - Abbey Road,899,Books and Media,Music CDs,03:49:40,2024-07-04,6
304,125,Vitamin C Tablets,377.21,Health and Beauty Products,Vitamins,22:22:32,2024-07-04,16
305,578,Apples,197.07,Groceries and Food Items,Fresh Produce,01:23:13,2024-07-04,3
306,401,1984,299,Books and Media,Fiction Books,04:00:01,2024-07-04,1
307,281,Vitamin C Tablets,399,Health and Beauty Products,Vitamins,15:31:42,2024-07-04,11
308,674,Fujifilm X-T4,169990,Electronics,Cameras,02:16:47,2024-07-04,10
309,921,Starbucks Coffee,250,Groceries and Food Items,Beverages,23:01:13,2024-07-04,6
310,108,The Beatles - Abbey Road,899,Books and Media,Music CDs,04:27:15,2024-07-04,3
311,668,Denso Oxygen Sensor,2843.7,Automotive Parts and Accessories,Car Parts,22:45:26,2024-07-04,7
312,485,Michelin Tires,6999,Automotive Parts and Accessories,Car Parts,23:39:52,2024-07-04,15
313,502,Gap Kids T-shirt,899,Clothing and Apparel,Children's Clothing,09:50:46,2024-07-04,18
314,153,Barilla Pasta,199,Groceries and Food Items,Packaged Foods,18:21:42,2024-07-04,7
315,515,Shark Upright Vacuum,24999,Home and Kitchen Appliances,Cleaning Appliances,14:50:38,2024-07-04,6
316,37,Barilla Pasta,162.65,Groceries and Food Items,Packaged Foods,22:50:40,2024-07-04,14
317,655,The Beatles - Abbey Road,899,Books and Media,Music CDs,04:26:54,2024-07-04,16
318,672,Calcium Supplements,433.69,Health and Beauty Products,Vitamins,22:39:51,2024-07-04,16
319,389,Kellogg's Corn Flakes,299,Groceries and Food Items,Packaged Foods,04:25:01,2024-07-04,4
320,247,Old Navy Shorts,1199,Clothing and Apparel,Children's Clothing,10:36:15,2024-07-04,18
321,292,The Ordinary Serum,955.6,Health and Beauty Products,Skincare Products,12:04:42,2024-07-04,17
322,142,OshKosh B'gosh Overalls,3042.65,Clothing and Apparel,Children's Clothing,17:04:45,2024-07-04,2
323,351,Vitamin C Tablets,399,Health and Beauty Products,Vitamins,17:32:17,2024-07-04,7
324,615,Under Armour Sports Bra,1299,Sporting Goods and Outdoor Equipment,Sports Apparel,22:50:30,2024-07-04,10
325,369,Lipton Tea,100,Groceries and Food Items,Beverages,17:27:40,2024-07-04,4
326,986,Settlers of Catan,1999,Toys and Games,Board Games,13:46:20,2024-07-04,9
327,998,Adidas Soccer Jersey,2068.41,Sporting Goods and Outdoor Equipment,Sports Apparel,01:27:59,2024-07-04,18
328,184,Calcium Supplements,499,Health and Beauty Products,Vitamins,08:59:00,2024-07-04,14
329,842,Oreo Cookies,159,Groceries and Food Items,Packaged Foods,11:45:26,2024-07-04,8
330,940,Carrots,49.93,Groceries and Food Items,Fresh Produce,01:34:15,2024-07-04,12
331,737,Pepsi,35,Groceries and Food Items,Beverages,15:04:39,2024-07-04,1
332,600,Apples,100,Groceries and Food Items,Fresh Produce,07:35:15,2024-07-04,17
333,148,Transformers Optimus Prime,2199,Toys and Games,Action Figures,22:32:24,2024-07-04,2
334,828,Pantene Shampoo,399,Health and Beauty Products,Hair Care Products,14:14:02,2024-07-04,16
335,325,H&M Blouse,1999,Clothing and Apparel,Women's Clothing,22:40:51,2024-07-04,1
336,123,Yeti Cooler,14999,Sporting Goods and Outdoor Equipment,Outdoor Gear,04:30:54,2024-07-04,12
337,241,Old Navy Shorts,1075.4,Clothing and Apparel,Children's Clothing,03:35:42,2024-07-04,10
338,406,Neutrogena Face Wash,499,Health and Beauty Products,Skincare Products,01:50:02,2024-07-04,5
339,347,Ashley Recliner,16999,Furniture and Home Décor,Living Room Furniture,05:40:25,2024-07-04,9
340,572,Oreo Cookies,159,Groceries and Food Items,Packaged Foods,13:36:22,2024-07-04,12
341,996,Kellogg's Corn Flakes,299,Groceries and Food Items,Packaged Foods,13:48:08,2024-07-04,2
342,246,Zara Dress,7516.01,Clothing and Apparel,Women's Clothing,18:47:55,2024-07-04,8
343,627,Settlers of Catan,1999,Toys and Games,Board Games,13:41:25,2024-07-04,18
344,150,Carrots,53.6,Groceries and Food Items,Fresh Produce,12:16:51,2024-07-04,1
345,368,Harry Potter,599,Books and Media,Fiction Books,02:37:04,2024-07-04,7
346,816,Cetaphil Cleanser,799,Health and Beauty Products,Skincare Products,07:56:11,2024-07-04,5
347,508,Taylor Swift - Evermore,1420.53,Books and Media,Music CDs,23:14:53,2024-07-04,12
348,809,Bissell Steam Mop,13999,Home and Kitchen Appliances,Cleaning Appliances,12:47:53,2024-07-04,16
349,290,Treadmill,49999,Sporting Goods and Outdoor Equipment,Fitness Equipment,05:43:28,2024-07-04,12
350,542,Dove Hair Mask,499,Health and Beauty Products,Hair Care Products,23:30:12,2024-07-04,17
351,226,Puma Shorts,1299,Clothing and Apparel,Men's Clothing,20:44:38,2024-07-05,14
352,854,Nike T-shirt,1799,Clothing and Apparel,Men's Clothing,16:31:34,2024-07-05,1
353,68,Nike Running Shoes,6999,Sporting Goods and Outdoor Equipment,Sports Apparel,10:47:19,2024-07-05,7
354,20,Avengers: Endgame Blu-ray,654.9,Books and Media,Movies,20:48:03,2024-07-05,6
355,435,To Kill a Mockingbird,339.93,Books and Media,Fiction Books,09:13:28,2024-07-05,8
356,843,Risk,1285.58,Toys and Games,Board Games,05:42:23,2024-07-05,10
357,351,Coca-Cola,40,Groceries and Food Items,Beverages,04:24:15,2024-07-05,1
358,692,Bananas,50,Groceries and Food Items,Fresh Produce,18:19:11,2024-07-05,5
359,922,Olay Moisturizer,699,Health and Beauty Products,Skincare Products,01:43:03,2024-07-05,3
360,869,Adidas Soccer Jersey,2229.37,Sporting Goods and Outdoor Equipment,Sports Apparel,13:45:29,2024-07-05,8
361,476,Monopoly,1499,Toys and Games,Board Games,02:08:45,2024-07-05,16
362,358,The Beatles - Abbey Road,899,Books and Media,Music CDs,12:13:35,2024-07-05,12
363,798,Zara Dress,4999,Clothing and Apparel,Women's Clothing,21:50:00,2024-07-05,17
364,853,Ashley Recliner,16999,Furniture and Home Décor,Living Room Furniture,02:15:09,2024-07-05,18
365,379,Multivitamin Gummies,579.43,Health and Beauty Products,Vitamins,00:34:46,2024-07-05,18
366,938,Olay Moisturizer,699,Health and Beauty Products,Skincare Products,04:29:21,2024-07-05,9
367,297,Adele - 25,799,Books and Media,Music CDs,08:07:58,2024-07-05,1
368,167,Levi's Jeans,2999,Clothing and Apparel,Men's Clothing,02:40:32,2024-07-05,4
369,489,Oreo Cookies,159,Groceries and Food Items,Packaged Foods,11:09:03,2024-07-05,15
370,982,The Ordinary Serum,1099,Health and Beauty Products,Skincare Products,20:51:52,2024-07-05,15
371,234,Ninja Blender,13999,Home and Kitchen Appliances,Kitchen Gadgets,05:03:35,2024-07-05,11
372,705,Bissell Steam Mop,13999,Home and Kitchen Appliances,Cleaning Appliances,12:02:29,2024-07-05,14
373,23,HP Spectre x360,114999,Electronics,Laptops,22:47:28,2024-07-05,8
374,485,Pepsi,35,Groceries and Food Items,Beverages,00:56:54,2024-07-05,16
375,755,Target Vase,693.28,Furniture and Home Décor,Home Decor,16:07:28,2024-07-05,1
376,367,Nike T-shirt,1799,Clothing and Apparel,Men's Clothing,08:54:01,2024-07-05,13
377,445,The North Face Backpack,8999,Sporting Goods and Outdoor Equipment,Outdoor Gear,10:33:56,2024-07-05,5
378,370,Carter's Pajamas,1499,Clothing and Apparel,Children's Clothing,21:40:33,2024-07-05,15
379,382,Gap Kids T-shirt,833.26,Clothing and Apparel,Children's Clothing,00:27:24,2024-07-05,1
380,60,Transformers Optimus Prime,2199,Toys and Games,Action Figures,09:38:00,2024-07-05,15
381,993,Tresemme Hair Spray,299,Health and Beauty Products,Hair Care Products,01:46:46,2024-07-05,17
382,171,Resistance Bands,799,Sporting Goods and Outdoor Equipment,Fitness Equipment,20:09:29,2024-07-05,7
383,204,Resistance Bands,799,Sporting Goods and Outdoor Equipment,Fitness Equipment,14:59:57,2024-07-05,7
384,571,Transformers Optimus Prime,2199,Toys and Games,Action Figures,21:56:20,2024-07-05,16
385,47,MacBook Air,92990,Electronics,Laptops,05:33:54,2024-07-05,17
386,92,OshKosh B'gosh Overalls,1799,Clothing and Apparel,Children's Clothing,07:55:15,2024-07-05,9
387,787,Pepsi,35,Groceries and Food Items,Beverages,03:11:29,2024-07-05,4
388,101,Dumbbells,2999,Sporting Goods and Outdoor Equipment,Fitness Equipment,14:16:34,2024-07-05,4
389,452,To Kill a Mockingbird,349,Books and Media,Fiction Books,03:18:10,2024-07-05,8
390,17,Thule Roof Rack,15999,Automotive Parts and Accessories,Car Accessories,21:31:42,2024-07-05,9
391,864,Apples,100,Groceries and Food Items,Fresh Produce,19:24:40,2024-07-05,9
392,744,Roomba Robot Vacuum,29999,Home and Kitchen Appliances,Cleaning Appliances,22:06:27,2024-07-05,15
393,59,Pantene Shampoo,399,Health and Beauty Products,Hair Care Products,13:09:31,2024-07-05,14
394,15,Tempur-Pedic Mattress,49990,Furniture and Home Décor,Bedroom Furniture,01:27:17,2024-07-05,8
395,950,West Elm Nightstand,13670.06,Furniture and Home Décor,Bedroom Furniture,17:48:37,2024-07-05,5
396,298,Puma Shorts,1299,Clothing and Apparel,Men's Clothing,09:31:19,2024-07-05,9
397,363,Lays Potato Chips,84.53,Groceries and Food Items,Packaged Foods,09:09:23,2024-07-05,8
398,733,Monopoly,1499,Toys and Games,Board Games,21:00:22,2024-07-05,12
399,714,Lipton Tea,100,Groceries and Food Items,Beverages,12:22:01,2024-07-05,15
400,983,Nike T-shirt,1799,Clothing and Apparel,Men's Clothing,01:04:40,2024-07-05,8
401,920,Puma Shorts,1299,Clothing and Apparel,Men's Clothing,01:35:18,2024-07-06,9
402,80,Neutrogena Face Wash,499,Health and Beauty Products,Skincare Products,13:36:19,2024-07-06,15
403,830,Adidas Soccer Jersey,2499,Sporting Goods and Outdoor Equipment,Sports Apparel,07:16:08,2024-07-06,10
404,209,The Ordinary Serum,897.93,Health and Beauty Products,Skincare Products,23:45:37,2024-07-06,1
405,596,Oreo Cookies,236.35,Groceries and Food Items,Packaged Foods,06:25:40,2024-07-06,18
406,311,Pantene Shampoo,399,Health and Beauty Products,Hair Care Products,00:01:31,2024-07-06,9
407,629,Coca-Cola,40,Groceries and Food Items,Beverages,05:36:25,2024-07-06,12
408,307,Gap Kids T-shirt,899,Clothing and Apparel,Children's Clothing,07:27:27,2024-07-06,10
409,154,Calcium Supplements,499,Health and Beauty Products,Vitamins,15:44:49,2024-07-06,2
410,472,Uniqlo Sweater,2999,Clothing and Apparel,Women's Clothing,03:58:21,2024-07-06,13
411,712,Dyson Vacuum,34999,Home and Kitchen Appliances,Cleaning Appliances,14:19:45,2024-07-06,12
412,911,Marvel Legends Spider-Man,1298.06,Toys and Games,Action Figures,15:18:03,2024-07-06,18
413,331,Broccoli,80,Groceries and Food Items,Fresh Produce,07:22:59,2024-07-06,4
414,292,Cuisinart Food Processor,16999,Home and Kitchen Appliances,Kitchen Gadgets,04:35:15,2024-07-06,8
415,408,Adidas Soccer Jersey,2499,Sporting Goods and Outdoor Equipment,Sports Apparel,01:13:26,2024-07-06,12
416,892,Risk,1499,Toys and Games,Board Games,11:13:42,2024-07-06,12
417,234,The Ordinary Serum,1984.55,Health and Beauty Products,Skincare Products,09:05:21,2024-07-06,12
418,802,Nike T-shirt,1799,Clothing and Apparel,Men's Clothing,04:32:12,2024-07-06,11
419,708,Broccoli,80,Groceries and Food Items,Fresh Produce,21:34:38,2024-07-06,12
420,583,Multivitamin Gummies,699,Health and Beauty Products,Vitamins,18:21:33,2024-07-06,17
421,389,Fisher-Price Learning Table,3499,Toys and Games,Educational Toys,15:05:21,2024-07-06,2
422,609,Dove Hair Mask,499,Health and Beauty Products,Hair Care Products,23:13:42,2024-07-06,2
423,28,Pepsi,35,Groceries and Food Items,Beverages,18:42:37,2024-07-06,5
424,44,Adidas Jacket,3499,Clothing and Apparel,Men's Clothing,03:03:58,2024-07-06,6
425,384,Olay Moisturizer,699,Health and Beauty Products,Skincare Products,07:25:00,2024-07-06,2
426,790,Puma Shorts,1299,Clothing and Apparel,Men's Clothing,01:18:24,2024-07-06,2
427,640,LEGO Mindstorms,35999,Toys and Games,Educational Toys,06:47:13,2024-07-06,12
428,76,Lipton Tea,100,Groceries and Food Items,Beverages,02:05:49,2024-07-06,3
429,425,Risk,1499,Toys and Games,Board Games,23:32:50,2024-07-06,15
430,106,Lays Potato Chips,99,Groceries and Food Items,Packaged Foods,17:43:40,2024-07-06,11
431,602,Scrabble,1199,Toys and Games,Board Games,13:18:22,2024-07-06,16
432,74,Star Wars Darth Vader,1631.08,Toys and Games,Action Figures,17:35:30,2024-07-06,7
433,102,Levi's Jeans,2777.37,Clothing and Apparel,Men's Clothing,11:42:31,2024-07-06,1
434,587,Treadmill,49999,Sporting Goods and Outdoor Equipment,Fitness Equipment,06:23:49,2024-07-06,12
435,321,Olay Moisturizer,699,Health and Beauty Products,Skincare Products,23:09:51,2024-07-06,17
436,616,Calcium Supplements,499,Health and Beauty Products,Vitamins,13:44:21,2024-07-06,1
437,769,Bosch Dishwasher,28967.63,Home and Kitchen Appliances,Large Appliances,12:35:00,2024-07-06,8
438,198,H&M Blouse,1999,Clothing and Apparel,Women's Clothing,19:54:23,2024-07-06,14
439,348,Scrabble,1199,Toys and Games,Board Games,09:42:01,2024-07-06,13
440,353,Ninja Blender,13999,Home and Kitchen Appliances,Kitchen Gadgets,13:45:53,2024-07-06,3
441,229,Under Armour Sports Bra,1299,Sporting Goods and Outdoor Equipment,Sports Apparel,16:09:06,2024-07-06,12
442,545,Olay Moisturizer,699,Health and Beauty Products,Skincare Products,12:01:06,2024-07-06,16
443,698,Multivitamin Gummies,699,Health and Beauty Products,Vitamins,08:08:46,2024-07-06,7
444,651,Shark Upright Vacuum,24999,Home and Kitchen Appliances,Cleaning Appliances,05:12:54,2024-07-06,9
445,277,Tresemme Hair Spray,299,Health and Beauty Products,Hair Care Products,11:01:11,2024-07-06,15
446,276,Ashley Recliner,29105.16,Furniture and Home Décor,Living Room Furniture,22:51:27,2024-07-06,4
447,336,Settlers of Catan,1656.94,Toys and Games,Board Games,00:35:16,2024-07-06,2
448,564,Nike T-shirt,1799,Clothing and Apparel,Men's Clothing,02:16:30,2024-07-06,11
449,37,Settlers of Catan,1999,Toys and Games,Board Games,04:56:12,2024-07-06,9
450,87,Ninja Blender,13999,Home and Kitchen Appliances,Kitchen Gadgets,20:15:29,2024-07-06,15
451,629,Broccoli,80,Groceries and Food Items,Fresh Produce,20:54:49,2024-07-07,11
452,291,Monopoly,1499,Toys and Games,Board Games,08:30:37,2024-07-07,16
453,422,Nike T-shirt,2355.08,Clothing and Apparel,Men's Clothing,02:54:53,2024-07-07,13
454,749,Dumbbells,2450.27,Sporting Goods and Outdoor Equipment,Fitness Equipment,17:07:52,2024-07-07,14
455,400,The North Face Backpack,8999,Sporting Goods and Outdoor Equipment,Outdoor Gear,07:12:54,2024-07-07,11
456,997,Old Navy Shorts,1199,Clothing and Apparel,Children's Clothing,23:10:47,2024-07-07,12
457,815,Bananas,50,Groceries and Food Items,Fresh Produce,15:34:06,2024-07-07,14
458,767,Bissell Steam Mop,13999,Home and Kitchen Appliances,Cleaning Appliances,19:11:37,2024-07-07,17
459,773,Lipton Tea,100,Groceries and Food Items,Beverages,09:23:42,2024-07-07,17
460,907,Carter's Pajamas,1206.56,Clothing and Apparel,Children's Clothing,03:40:30,2024-07-07,18
461,992,Vitamin C Tablets,399,Health and Beauty Products,Vitamins,23:51:37,2024-07-07,14
462,544,Dyson Vacuum,57982.23,Home and Kitchen Appliances,Cleaning Appliances,05:26:11,2024-07-07,5
463,397,Whirlpool Dryer,22375.01,Home and Kitchen Appliances,Large Appliances,18:50:13,2024-07-07,17
464,808,Starbucks Coffee,250,Groceries and Food Items,Beverages,10:46:37,2024-07-07,2
465,817,OshKosh B'gosh Overalls,1799,Clothing and Apparel,Children's Clothing,21:59:34,2024-07-07,16
466,172,Ashley Recliner,16999,Furniture and Home Décor,Living Room Furniture,00:47:33,2024-07-07,8
467,869,The North Face Backpack,8307.27,Sporting Goods and Outdoor Equipment,Outdoor Gear,21:06:36,2024-07-07,6
468,595,LG Washing Machine,27670.68,Home and Kitchen Appliances,Large Appliances,10:13:59,2024-07-07,14
469,281,MacBook Air,92990,Electronics,Laptops,12:36:50,2024-07-07,14
470,517,Fujifilm X-T4,169990,Electronics,Cameras,21:03:17,2024-07-07,9
471,94,Shark Upright Vacuum,24999,Home and Kitchen Appliances,Cleaning Appliances,06:54:01,2024-07-07,2
472,825,Apples,100,Groceries and Food Items,Fresh Produce,08:21:44,2024-07-07,7
473,597,KitchenAid Mixer,21999,Home and Kitchen Appliances,Kitchen Gadgets,08:29:32,2024-07-07,5
474,397,Yeti Cooler,14999,Sporting Goods and Outdoor Equipment,Outdoor Gear,05:26:05,2024-07-07,12
475,642,Zara Dress,4999,Clothing and Apparel,Women's Clothing,06:12:07,2024-07-07,9
476,151,VTech KidiZoom,2999,Toys and Games,Educational Toys,18:43:31,2024-07-07,1
477,146,Bissell Steam Mop,13999,Home and Kitchen Appliances,Cleaning Appliances,11:04:55,2024-07-07,2
478,631,Puma Shorts,1228.91,Clothing and Apparel,Men's Clothing,14:09:54,2024-07-07,14
479,455,Multivitamin Gummies,699,Health and Beauty Products,Vitamins,14:44:06,2024-07-07,16
480,48,Cetaphil Cleanser,799,Health and Beauty Products,Skincare Products,12:53:38,2024-07-07,9
481,624,Nikon Z6,189990,Electronics,Cameras,03:52:49,2024-07-07,16
482,411,Forever 21 Skirt,3676.32,Clothing and Apparel,Women's Clothing,19:42:12,2024-07-07,5
483,204,Anthropologie Throw Pillow,1463.65,Furniture and Home Décor,Home Decor,20:07:37,2024-07-07,14
484,358,Roomba Robot Vacuum,29999,Home and Kitchen Appliances,Cleaning Appliances,01:45:20,2024-07-07,4
485,746,Crate & Barrel Dresser,20999,Furniture and Home Décor,Bedroom Furniture,15:35:38,2024-07-07,9
486,950,Harry Potter,599,Books and Media,Fiction Books,18:40:31,2024-07-07,11
487,994,Treadmill,49999,Sporting Goods and Outdoor Equipment,Fitness Equipment,20:39:58,2024-07-07,6
488,205,Yoshimura Exhaust,21999,Automotive Parts and Accessories,Motorcycle Parts,14:28:21,2024-07-07,16
489,866,Nike Running Shoes,6263.9,Sporting Goods and Outdoor Equipment,Sports Apparel,19:40:59,2024-07-07,4
490,888,Multivitamin Gummies,699,Health and Beauty Products,Vitamins,21:21:13,2024-07-07,14
491,112,Dove Hair Mask,499,Health and Beauty Products,Hair Care Products,05:28:52,2024-07-07,3
492,941,Gap Kids T-shirt,899,Clothing and Apparel,Children's Clothing,19:39:29,2024-07-07,3
493,379,Adele - 25,1106.49,Books and Media,Music CDs,07:03:01,2024-07-07,7
494,552,To Kill a Mockingbird,349,Books and Media,Fiction Books,20:51:22,2024-07-07,2
495,675,LG Washing Machine,31990,Home and Kitchen Appliances,Large Appliances,01:51:55,2024-07-07,3
496,645,MacBook Air,92990,Electronics,Laptops,15:41:00,2024-07-07,18
497,59,Dyson Vacuum,34999,Home and Kitchen Appliances,Cleaning Appliances,15:56:28,2024-07-07,13
498,690,The Ordinary Serum,1007.79,Health and Beauty Products,Skincare Products,12:48:11,2024-07-07,12
499,500,Yoshimura Exhaust,21999,Automotive Parts and Accessories,Motorcycle Parts,06:51:06,2024-07-07,17
500,4,KitchenAid Mixer,21999,Home and Kitchen Appliances,Kitchen Gadgets,16:23:10,2024-07-07,18
501,547,Dove Hair Mask,499,Health and Beauty Products,Hair Care Products,03:15:55,2024-07-08,13
502,258,Olay Moisturizer,699,Health and Beauty Products,Skincare Products,08:57:28,2024-07-08,7
503,167,Thule Roof Rack,15999,Automotive Parts and Accessories,Car Accessories,15:20:43,2024-07-08,13
504,47,Fisher-Price Learning Table,3499,Toys and Games,Educational Toys,09:00:15,2024-07-08,6
505,197,Whirlpool Dryer,24990,Home and Kitchen Appliances,Large Appliances,09:40:28,2024-07-08,15
506,976,Canon EOS R5,289990,Electronics,Cameras,01:45:20,2024-07-08,7
507,439,Bosch Dishwasher,34990,Home and Kitchen Appliances,Large Appliances,15:44:19,2024-07-08,9
508,189,The Beatles - Abbey Road,899,Books and Media,Music CDs,07:54:41,2024-07-08,4
509,296,Calcium Supplements,419.62,Health and Beauty Products,Vitamins,02:47:47,2024-07-08,7
510,109,Bananas,45.92,Groceries and Food Items,Fresh Produce,23:01:01,2024-07-08,12
511,706,Vivo V21,28999,Electronics,Mobile Phones,02:03:18,2024-07-08,12
512,173,Old Navy Shorts,1072.64,Clothing and Apparel,Children's Clothing,04:11:15,2024-07-08,9
513,18,Forever 21 Skirt,3674.38,Clothing and Apparel,Women's Clothing,18:38:13,2024-07-08,16
514,309,Garmin GPS,21999,Sporting Goods and Outdoor Equipment,Outdoor Gear,02:47:02,2024-07-08,13
515,286,The Ordinary Serum,2109.94,Health and Beauty Products,Skincare Products,12:37:15,2024-07-08,18
516,420,Garmin GPS,33581.69,Automotive Parts and Accessories,Car Accessories,20:10:11,2024-07-08,5
517,607,Fisher-Price Learning Table,3283.75,Toys and Games,Educational Toys,11:48:27,2024-07-08,6
518,495,Whirlpool Dryer,24990,Home and Kitchen Appliances,Large Appliances,17:53:06,2024-07-08,8
519,680,To Kill a Mockingbird,349,Books and Media,Fiction Books,22:59:41,2024-07-08,16
520,411,The Great Gatsby,399,Books and Media,Fiction Books,12:35:07,2024-07-08,5
521,192,Scrabble,1199,Toys and Games,Board Games,07:11:22,2024-07-08,5
522,600,Gap Kids T-shirt,899,Clothing and Apparel,Children's Clothing,16:36:09,2024-07-08,15
523,60,Fujifilm X-T4,169990,Electronics,Cameras,08:09:47,2024-07-08,4
524,318,Olay Moisturizer,613.49,Health and Beauty Products,Skincare Products,16:14:59,2024-07-08,2
525,844,Carter's Pajamas,1264.2,Clothing and Apparel,Children's Clothing,23:42:07,2024-07-08,7
526,792,Ikea Sofa,25999,Furniture and Home Décor,Living Room Furniture,06:58:52,2024-07-08,9
527,258,Calcium Supplements,499,Health and Beauty Products,Vitamins,23:26:21,2024-07-08,16
528,409,Calcium Supplements,907.9,Health and Beauty Products,Vitamins,11:37:28,2024-07-08,3
529,895,Barilla Pasta,199,Groceries and Food Items,Packaged Foods,07:26:51,2024-07-08,14
530,768,Oreo Cookies,159,Groceries and Food Items,Packaged Foods,22:57:53,2024-07-08,17
531,839,Gap Kids T-shirt,899,Clothing and Apparel,Children's Clothing,21:13:04,2024-07-08,2
532,279,Lays Potato Chips,115.46,Groceries and Food Items,Packaged Foods,20:25:58,2024-07-08,7
533,195,The North Face Backpack,8999,Sporting Goods and Outdoor Equipment,Outdoor Gear,11:20:51,2024-07-08,12
534,991,Nike T-shirt,1799,Clothing and Apparel,Men's Clothing,16:52:02,2024-07-08,4
535,47,Bananas,50,Groceries and Food Items,Fresh Produce,17:12:01,2024-07-08,9
536,345,Old Navy Shorts,1199,Clothing and Apparel,Children's Clothing,00:20:23,2024-07-08,1
537,3,Old Navy Shorts,1199,Clothing and Apparel,Children's Clothing,08:59:13,2024-07-08,6
538,340,Dyson Vacuum,31654.82,Home and Kitchen Appliances,Cleaning Appliances,16:02:15,2024-07-08,13
539,418,Scrabble,1199,Toys and Games,Board Games,19:37:43,2024-07-08,11
540,614,Vitamin C Tablets,399,Health and Beauty Products,Vitamins,10:12:07,2024-07-08,10
541,933,Yeti Cooler,22113.81,Sporting Goods and Outdoor Equipment,Outdoor Gear,23:45:10,2024-07-08,10
542,838,Harry Potter,599,Books and Media,Fiction Books,10:11:38,2024-07-08,2
543,472,Nike T-shirt,1799,Clothing and Apparel,Men's Clothing,16:25:05,2024-07-08,8
544,856,Tresemme Hair Spray,299,Health and Beauty Products,Hair Care Products,08:31:27,2024-07-08,18
545,331,Bananas,44.95,Groceries and Food Items,Fresh Produce,10:31:39,2024-07-08,10
546,930,Levi's Jeans,2999,Clothing and Apparel,Men's Clothing,18:35:49,2024-07-08,10
547,43,Monopoly,1499,Toys and Games,Board Games,23:49:55,2024-07-08,4
548,989,Vitamin C Tablets,336.95,Health and Beauty Products,Vitamins,22:27:31,2024-07-08,7
549,799,Yoga Mat,2448.14,Sporting Goods and Outdoor Equipment,Fitness Equipment,22:13:08,2024-07-08,9
550,908,K&N Air Filter,2999,Automotive Parts and Accessories,Motorcycle Parts,18:14:37,2024-07-08,2
551,509,Melissa & Doug Puzzles,1499,Toys and Games,Educational Toys,04:39:11,2024-07-09,7
552,916,Shark Upright Vacuum,24999,Home and Kitchen Appliances,Cleaning Appliances,12:21:10,2024-07-09,7
553,123,Neutrogena Face Wash,499,Health and Beauty Products,Skincare Products,16:16:57,2024-07-09,15
554,853,Vivo V21,28999,Electronics,Mobile Phones,11:47:23,2024-07-09,1
555,49,Fisher-Price Learning Table,3499,Toys and Games,Educational Toys,10:26:53,2024-07-09,10
556,527,KitchenAid Mixer,21999,Home and Kitchen Appliances,Kitchen Gadgets,18:33:09,2024-07-09,18
557,372,Lenovo ThinkPad X1,139990,Electronics,Laptops,19:48:03,2024-07-09,1
558,262,Neutrogena Face Wash,499,Health and Beauty Products,Skincare Products,19:54:14,2024-07-09,11
559,909,Multivitamin Gummies,587.51,Health and Beauty Products,Vitamins,05:49:11,2024-07-09,7
560,409,Forever 21 Skirt,2499,Clothing and Apparel,Women's Clothing,21:00:46,2024-07-09,3
561,978,OnePlus 9,66587.78,Electronics,Mobile Phones,18:44:13,2024-07-09,11
562,114,Anthropologie Throw Pillow,2527.18,Furniture and Home Décor,Home Decor,08:17:43,2024-07-09,6
563,928,Nike T-shirt,1799,Clothing and Apparel,Men's Clothing,20:47:41,2024-07-09,12
564,820,Monopoly,1499,Toys and Games,Board Games,05:41:33,2024-07-09,18
